MANDT,WERKS,MATNR,BUDAT,MENGE,NETWR,WAERS
100,S02,SEED-0056,2025-01-13,12,1031.05,CAD
100,S01,HDWR-0060,2025-01-13,28,8960.03,CAD
100,S06,HDWR-0038,2025-01-13,12,2741.4,CAD
100,S02,HDWR-0006,2025-01-13,13,373.77,CAD
100,S05,FEED-0044,2025-01-13,8,4198.48,CAD
100,S02,HDWR-0038,2025-01-13,32,5933.99,CAD
100,S04,HDWR-0011,2025-01-13,14,1737.4,CAD
100,S03,HDWR-0053,2025-01-13,23,5296.96,CAD
100,S05,LUBE-0068,2025-01-13,11,5882.58,CAD
100,S06,FEED-0029,2025-01-13,8,4003.4,CAD
100,S02,HDWR-0067,2025-01-13,21,278.31,CAD
100,S06,HDWR-0060,2025-01-14,20,5141.04,CAD
100,S02,LUBE-0026,2025-01-14,15,733.34,CAD
100,S02,SEED-0042,2025-01-14,9,3467.13,CAD
100,S01,HDWR-0053,2025-01-14,15,3419.04,CAD
100,S01,LUBE-0050,2025-01-15,9,2727.63,CAD
100,S02,LUBE-0002,2025-01-15,18,3082.88,CAD
100,S01,TIRE-0076,2025-01-15,19,9107.37,CAD
100,S04,HDWR-0043,2025-01-15,10,1596.31,CAD
100,S02,TIRE-0045,2025-01-15,11,5841.52,CAD
100,S03,LUBE-0010,2025-01-15,7,2979.75,CAD
100,S02,TIRE-0076,2025-01-15,24,12912.74,CAD
100,S06,HDWR-0022,2025-01-16,20,1081.93,CAD
100,S01,FUEL-0019,2025-01-16,22,6814.37,CAD
100,S03,LUBE-0036,2025-01-16,16,1522.28,CAD
100,S06,TIRE-0005,2025-01-16,20,1216.94,CAD
100,S03,HDWR-0006,2025-01-16,24,681.78,CAD
100,S01,FEED-0003,2025-01-16,8,764.81,CAD
100,S02,FUEL-0023,2025-01-17,17,6769.88,CAD
100,S05,SEED-0056,2025-01-17,9,841.91,CAD
100,S05,SEED-0056,2025-01-17,10,918.85,CAD
100,S05,FUEL-0019,2025-01-17,20,6238.59,CAD
100,S05,LUBE-0039,2025-01-17,26,9709.93,CAD
100,S03,FUEL-0025,2025-01-17,18,5432.23,CAD
100,S06,SEED-0062,2025-01-17,11,4155.06,CAD
100,S02,FUEL-0028,2025-01-17,12,6716.51,CAD
100,S05,FEED-0003,2025-01-17,8,741.88,CAD
100,S03,LUBE-0065,2025-01-17,27,4573.43,CAD
100,S03,HDWR-0058,2025-01-18,14,4945.34,CAD
100,S01,HDWR-0038,2025-01-19,20,4355.05,CAD
100,S03,FEED-0029,2025-01-20,10,5113.47,CAD
100,S05,HDWR-0053,2025-01-20,23,4958.29,CAD
100,S04,FUEL-0072,2025-01-20,23,10481.84,CAD
100,S06,FUEL-0023,2025-01-20,19,9821.15,CAD
100,S05,HDWR-0030,2025-01-20,26,4263.92,CAD
100,S06,SEED-0042,2025-01-20,4,1839.8,CAD
100,S06,HDWR-0053,2025-01-20,20,4306.43,CAD
100,S04,FUEL-0019,2025-01-21,24,8367.24,CAD
100,S05,TIRE-0012,2025-01-21,12,1863.42,CAD
100,S02,LUBE-0010,2025-01-21,22,7351.97,CAD
100,S01,FEED-0044,2025-01-21,7,3270.76,CAD
100,S05,FEED-0040,2025-01-21,6,2484.66,CAD
100,S01,FEED-0029,2025-01-21,12,5590.17,CAD
100,S04,FUEL-0051,2025-01-21,18,6494.02,CAD
100,S01,TIRE-0008,2025-01-21,23,7663.56,CAD
100,S01,LUBE-0010,2025-01-21,7,2828.2,CAD
100,S01,SEED-0007,2025-01-22,13,1600.26,CAD
100,S05,TIRE-0008,2025-01-22,16,5516.94,CAD
100,S06,LUBE-0010,2025-01-22,15,5504.12,CAD
100,S04,HDWR-0059,2025-01-22,20,4321.92,CAD
100,S06,TIRE-0008,2025-01-22,21,7846.95,CAD
100,S05,FUEL-0017,2025-01-22,6,351.59,CAD
100,S05,FEED-0003,2025-01-22,8,679.6,CAD
100,S03,TIRE-0009,2025-01-23,16,1623.14,CAD
100,S02,LUBE-0026,2025-01-23,13,611.64,CAD
100,S02,TIRE-0012,2025-01-23,23,3884.23,CAD
100,S02,HDWR-0022,2025-01-23,16,805.58,CAD
100,S01,HDWR-0052,2025-01-23,2,972.81,CAD
100,S02,LUBE-0027,2025-01-23,21,2918.73,CAD
100,S05,HDWR-0011,2025-01-23,21,2487.76,CAD
100,S02,SEED-0055,2025-01-23,9,4073.23,CAD
100,S04,TIRE-0045,2025-01-23,24,10307.01,CAD
100,S04,FUEL-0028,2025-01-23,27,13710.44,CAD
100,S05,LUBE-0034,2025-01-23,22,9859.14,CAD
100,S05,HDWR-0022,2025-01-24,16,817.44,CAD
100,S01,FUEL-0066,2025-01-24,21,5777.61,CAD
100,S03,LUBE-0036,2025-01-24,23,2155.61,CAD
100,S01,FEED-0033,2025-01-24,7,2512.63,CAD
100,S01,FUEL-0069,2025-01-24,31,17557.42,CAD
100,S02,FUEL-0066,2025-01-24,11,2983.46,CAD
100,S05,TIRE-0076,2025-01-24,6,3287.28,CAD
100,S03,FUEL-0025,2025-01-24,1,290.57,CAD
100,S03,FEED-0070,2025-01-24,6,1803.87,CAD
100,S04,SEED-0041,2025-01-24,3,347.19,CAD
100,S05,HDWR-0030,2025-01-25,18,2488.4,CAD
100,S04,HDWR-0059,2025-01-25,22,4987.45,CAD
100,S04,HDWR-0052,2025-01-25,18,9528.24,CAD
100,S01,FUEL-0019,2025-01-26,25,8032.31,CAD
100,S04,LUBE-0001,2025-01-26,15,1149.57,CAD
100,S02,TIRE-0024,2025-01-26,17,8533.83,CAD
100,S06,SEED-0042,2025-01-26,11,5097.86,CAD
100,S05,HDWR-0043,2025-01-27,34,5499.73,CAD
100,S05,HDWR-0052,2025-01-27,16,7099.21,CAD
100,S05,LUBE-0010,2025-01-27,8,2722.89,CAD
100,S02,FEED-0074,2025-01-27,1,200.6,CAD
100,S05,HDWR-0059,2025-01-27,26,5637.76,CAD
100,S01,FUEL-0017,2025-01-27,14,1000.62,CAD
100,S03,SEED-0078,2025-01-27,9,642.24,CAD
100,S03,HDWR-0011,2025-01-27,10,1230.15,CAD
100,S06,TIRE-0005,2025-01-28,17,1009.94,CAD
100,S03,TIRE-0012,2025-01-28,22,3549.34,CAD
100,S04,HDWR-0058,2025-01-28,15,4916.85,CAD
100,S06,FEED-0070,2025-01-28,9,2507.0,CAD
100,S05,LUBE-0010,2025-01-28,33,11199.22,CAD
100,S05,LUBE-0050,2025-01-28,16,4494.52,CAD
100,S05,FUEL-0080,2025-01-28,25,3675.89,CAD
100,S06,HDWR-0043,2025-01-29,11,1671.52,CAD
100,S01,TIRE-0005,2025-01-29,16,1012.36,CAD
100,S06,FUEL-0023,2025-01-29,14,6087.35,CAD
100,S03,LUBE-0048,2025-01-29,17,4225.98,CAD
100,S04,TIRE-0076,2025-01-29,34,15642.42,CAD
100,S06,HDWR-0018,2025-01-29,27,1694.75,CAD
100,S05,FEED-0070,2025-01-29,2,632.56,CAD
100,S03,HDWR-0022,2025-01-29,27,1352.79,CAD
100,S03,FUEL-0023,2025-01-29,3,1239.93,CAD
100,S02,TIRE-0076,2025-01-29,29,16053.98,CAD
100,S01,LUBE-0065,2025-01-30,11,2153.71,CAD
100,S01,HDWR-0047,2025-01-30,25,5192.53,CAD
100,S05,LUBE-0050,2025-01-30,15,4439.03,CAD
100,S03,FUEL-0079,2025-01-30,18,8148.7,CAD
100,S02,LUBE-0001,2025-01-30,5,331.4,CAD
100,S01,FUEL-0080,2025-01-30,28,4230.72,CAD
100,S04,TIRE-0077,2025-01-30,20,4019.71,CAD
100,S03,LUBE-0031,2025-01-30,22,10874.47,CAD
100,S03,TIRE-0012,2025-01-30,19,2881.91,CAD
100,S01,HDWR-0059,2025-01-30,23,4703.38,CAD
100,S02,SEED-0042,2025-01-30,10,4252.11,CAD
100,S06,TIRE-0061,2025-01-31,22,9619.44,CAD
100,S01,LUBE-0037,2025-01-31,16,1972.84,CAD
100,S02,FUEL-0046,2025-01-31,8,1117.58,CAD
100,S06,FEED-0016,2025-01-31,8,4290.95,CAD
100,S05,TIRE-0061,2025-01-31,28,11853.57,CAD
100,S03,LUBE-0035,2025-01-31,22,960.49,CAD
100,S02,TIRE-0021,2025-01-31,15,1298.54,CAD
100,S04,FEED-0054,2025-01-31,10,2863.49,CAD
100,S03,LUBE-0036,2025-01-31,20,2157.76,CAD
100,S05,LUBE-0036,2025-02-01,10,998.57,CAD
100,S03,HDWR-0047,2025-02-01,9,2160.05,CAD
100,S03,SEED-0055,2025-02-01,17,6093.23,CAD
100,S01,HDWR-0006,2025-02-02,20,496.1,CAD
100,S03,FEED-0040,2025-02-02,6,2499.55,CAD
100,S02,LUBE-0010,2025-02-02,10,3466.02,CAD
100,S03,LUBE-0001,2025-02-02,4,267.71,CAD
100,S05,TIRE-0005,2025-02-03,20,1156.85,CAD
100,S06,TIRE-0024,2025-02-03,27,11637.48,CAD
100,S03,LUBE-0039,2025-02-03,23,8434.2,CAD
100,S05,TIRE-0076,2025-02-03,11,6283.42,CAD
100,S06,FEED-0057,2025-02-03,8,3909.92,CAD
100,S02,LUBE-0037,2025-02-03,20,2609.67,CAD
100,S05,LUBE-0026,2025-02-03,13,558.34,CAD
100,S06,FUEL-0049,2025-02-03,18,1324.53,CAD
100,S05,TIRE-0012,2025-02-04,18,2599.06,CAD
100,S05,SEED-0004,2025-02-04,11,4122.46,CAD
100,S06,TIRE-0012,2025-02-04,24,3778.85,CAD
100,S04,LUBE-0035,2025-02-04,20,992.11,CAD
100,S03,TIRE-0005,2025-02-04,21,1077.84,CAD
100,S05,TIRE-0012,2025-02-04,23,3911.62,CAD
100,S06,FUEL-0049,2025-02-04,5,432.29,CAD
100,S01,FEED-0057,2025-02-04,11,4973.6,CAD
100,S01,FUEL-0023,2025-02-04,13,5816.64,CAD
100,S06,TIRE-0073,2025-02-05,14,5152.84,CAD
100,S02,TIRE-0024,2025-02-05,15,6575.64,CAD
100,S05,TIRE-0073,2025-02-05,19,5812.55,CAD
100,S03,SEED-0055,2025-02-05,12,5199.29,CAD
100,S01,FEED-0075,2025-02-05,7,2124.39,CAD
100,S03,HDWR-0022,2025-02-05,14,767.83,CAD
100,S05,SEED-0041,2025-02-05,2,298.57,CAD
100,S04,LUBE-0035,2025-02-05,26,1251.85,CAD
100,S03,LUBE-0034,2025-02-05,34,17784.56,CAD
100,S05,HDWR-0058,2025-02-05,10,3595.09,CAD
100,S02,TIRE-0009,2025-02-06,19,1947.59,CAD
100,S06,FEED-0032,2025-02-06,12,2522.68,CAD
100,S06,TIRE-0064,2025-02-06,13,4787.87,CAD
100,S02,HDWR-0067,2025-02-06,31,337.9,CAD
100,S01,FUEL-0023,2025-02-06,22,10151.85,CAD
100,S02,FUEL-0046,2025-02-06,18,2499.89,CAD
100,S03,LUBE-0036,2025-02-07,18,1624.48,CAD
100,S05,FEED-0074,2025-02-07,12,2402.48,CAD
100,S02,TIRE-0045,2025-02-07,31,15163.55,CAD
100,S06,SEED-0020,2025-02-07,3,1280.33,CAD
100,S06,TIRE-0076,2025-02-07,12,5774.83,CAD
100,S02,LUBE-0039,2025-02-07,7,2825.41,CAD
100,S01,FUEL-0025,2025-02-07,19,6261.48,CAD
100,S01,LUBE-0026,2025-02-07,1,42.15,CAD
100,S01,SEED-0078,2025-02-07,9,571.68,CAD
100,S02,LUBE-0027,2025-02-07,19,2250.51,CAD
100,S01,HDWR-0018,2025-02-07,16,889.21,CAD
100,S02,FEED-0014,2025-02-08,7,2998.13,CAD
100,S01,HDWR-0006,2025-02-08,16,394.45,CAD
100,S06,FEED-0044,2025-02-08,8,4264.2,CAD
100,S03,TIRE-0005,2025-02-09,16,929.6,CAD
100,S04,SEED-0056,2025-02-09,6,578.14,CAD
100,S06,HDWR-0059,2025-02-09,25,5930.41,CAD
100,S02,LUBE-0037,2025-02-09,14,1762.04,CAD
100,S01,LUBE-0037,2025-02-10,20,2928.61,CAD
100,S03,HDWR-0018,2025-02-10,7,478.83,CAD
100,S06,FEED-0074,2025-02-10,8,1730.27,CAD
100,S05,FEED-0003,2025-02-10,10,779.14,CAD
100,S04,FEED-0075,2025-02-10,11,3044.96,CAD
100,S03,FUEL-0019,2025-02-10,7,2136.26,CAD
100,S03,SEED-0004,2025-02-10,15,6023.95,CAD
100,S02,SEED-0004,2025-02-10,6,2540.65,CAD
100,S05,HDWR-0030,2025-02-11,21,3340.3,CAD
100,S02,TIRE-0008,2025-02-11,15,5295.15,CAD
100,S04,HDWR-0011,2025-02-11,16,2013.45,CAD
100,S02,LUBE-0034,2025-02-11,22,11708.66,CAD
100,S06,FEED-0029,2025-02-11,4,2008.5,CAD
100,S01,LUBE-0037,2025-02-11,18,2629.25,CAD
100,S04,LUBE-0048,2025-02-11,20,5251.16,CAD
100,S03,FEED-0032,2025-02-11,11,2282.31,CAD
100,S02,FEED-0014,2025-02-12,10,3773.15,CAD
100,S01,FUEL-0015,2025-02-12,13,2101.4,CAD
100,S06,SEED-0004,2025-02-12,4,1612.17,CAD
100,S02,SEED-0071,2025-02-12,11,5625.6,CAD
100,S04,TIRE-0021,2025-02-12,22,1707.36,CAD
100,S01,FEED-0070,2025-02-12,2,591.23,CAD
100,S05,FUEL-0019,2025-02-12,16,4645.86,CAD
100,S05,LUBE-0026,2025-02-12,16,665.91,CAD
100,S01,HDWR-0058,2025-02-12,18,5491.81,CAD
100,S01,HDWR-0011,2025-02-12,25,3490.02,CAD
100,S03,LUBE-0037,2025-02-12,35,4942.2,CAD
100,S04,LUBE-0026,2025-02-12,14,607.16,CAD
100,S05,FUEL-0069,2025-02-13,19,10580.67,CAD
100,S03,FEED-0057,2025-02-13,7,3327.55,CAD
100,S05,TIRE-0009,2025-02-13,19,2061.45,CAD
100,S06,HDWR-0018,2025-02-13,18,982.51,CAD
100,S04,LUBE-0035,2025-02-13,16,759.97,CAD
100,S03,SEED-0013,2025-02-13,13,4705.79,CAD
100,S01,TIRE-0009,2025-02-13,15,1535.21,CAD
100,S04,TIRE-0076,2025-02-13,16,7486.25,CAD
100,S03,LUBE-0001,2025-02-14,18,1108.98,CAD
100,S05,FUEL-0051,2025-02-14,9,3411.81,CAD
100,S02,TIRE-0009,2025-02-14,16,1851.3,CAD
100,S06,FEED-0057,2025-02-14,11,4917.42,CAD
100,S04,SEED-0007,2025-02-14,8,1014.35,CAD
100,S02,LUBE-0035,2025-02-14,18,832.54,CAD
100,S02,TIRE-0024,2025-02-14,22,11362.05,CAD
100,S06,FUEL-0066,2025-02-15,13,3222.28,CAD
100,S04,FUEL-0079,2025-02-15,14,7307.11,CAD
100,S01,HDWR-0060,2025-02-15,5,1485.5,CAD
100,S01,HDWR-0022,2025-02-16,16,745.97,CAD
100,S02,TIRE-0008,2025-02-16,12,4138.77,CAD
100,S05,FEED-0074,2025-02-17,2,454.0,CAD
100,S01,FUEL-0019,2025-02-17,9,2657.4,CAD
100,S01,FEED-0057,2025-02-17,8,3598.42,CAD
100,S06,HDWR-0038,2025-02-17,9,1927.15,CAD
100,S05,LUBE-0039,2025-02-17,15,5115.16,CAD
100,S05,FEED-0057,2025-02-17,3,1318.04,CAD
100,S01,TIRE-0008,2025-02-17,29,9009.49,CAD
100,S04,HDWR-0006,2025-02-17,10,243.32,CAD
100,S05,FUEL-0049,2025-02-17,26,1964.36,CAD
100,S05,TIRE-0021,2025-02-18,26,2059.04,CAD
100,S05,SEED-0055,2025-02-18,10,4412.02,CAD
100,S05,FUEL-0051,2025-02-18,15,6913.36,CAD
100,S02,FUEL-0046,2025-02-18,16,2105.98,CAD
100,S01,LUBE-0034,2025-02-18,19,9337.61,CAD
100,S04,HDWR-0006,2025-02-18,10,304.51,CAD
100,S06,HDWR-0043,2025-02-18,15,2582.41,CAD
100,S06,FEED-0075,2025-02-18,10,3133.78,CAD
100,S06,HDWR-0038,2025-02-18,27,5643.15,CAD
100,S04,FUEL-0049,2025-02-19,7,668.25,CAD
100,S01,SEED-0055,2025-02-19,7,2717.74,CAD
100,S03,FUEL-0066,2025-02-19,22,4837.31,CAD
100,S02,LUBE-0050,2025-02-19,24,6762.23,CAD
100,S05,LUBE-0036,2025-02-19,15,1550.75,CAD
100,S05,LUBE-0001,2025-02-19,35,2640.23,CAD
100,S05,LUBE-0035,2025-02-19,14,662.21,CAD
100,S04,LUBE-0034,2025-02-19,20,10183.33,CAD
100,S01,FUEL-0080,2025-02-19,21,2580.31,CAD
100,S06,FUEL-0046,2025-02-19,11,1463.8,CAD
100,S02,FEED-0014,2025-02-20,1,353.81,CAD
100,S03,HDWR-0006,2025-02-20,14,364.83,CAD
100,S03,HDWR-0047,2025-02-20,25,5942.98,CAD
100,S01,LUBE-0036,2025-02-20,19,2124.53,CAD
100,S05,FEED-0070,2025-02-20,14,4353.22,CAD
100,S02,SEED-0071,2025-02-20,7,2964.07,CAD
100,S04,LUBE-0035,2025-02-21,1,52.52,CAD
100,S06,FEED-0032,2025-02-21,12,2586.16,CAD
100,S03,FEED-0057,2025-02-21,8,3891.48,CAD
100,S05,FUEL-0049,2025-02-21,12,906.29,CAD
100,S05,FEED-0044,2025-02-21,15,6996.69,CAD
100,S06,SEED-0041,2025-02-21,10,1196.21,CAD
100,S01,FUEL-0015,2025-02-21,10,1692.86,CAD
100,S05,HDWR-0030,2025-02-21,19,3058.19,CAD
100,S06,HDWR-0053,2025-02-22,13,2764.23,CAD
100,S05,SEED-0013,2025-02-22,6,2569.82,CAD
100,S04,FUEL-0049,2025-02-22,15,1103.62,CAD
100,S05,SEED-0004,2025-02-22,6,2427.22,CAD
100,S05,LUBE-0039,2025-02-23,10,4284.35,CAD
100,S02,FEED-0033,2025-02-23,16,6725.5,CAD
100,S04,SEED-0042,2025-02-23,6,2474.98,CAD
100,S03,LUBE-0002,2025-02-24,12,1887.21,CAD
100,S03,FEED-0057,2025-02-24,15,6587.37,CAD
100,S05,SEED-0004,2025-02-24,1,400.51,CAD
100,S02,FEED-0029,2025-02-24,11,5625.88,CAD
100,S03,LUBE-0048,2025-02-24,18,4992.67,CAD
100,S03,FEED-0054,2025-02-24,2,598.07,CAD
100,S01,SEED-0007,2025-02-24,6,787.95,CAD
100,S01,HDWR-0030,2025-02-24,21,2890.39,CAD
100,S03,SEED-0020,2025-02-24,12,4389.65,CAD
100,S01,SEED-0013,2025-02-25,10,4021.03,CAD
100,S05,LUBE-0001,2025-02-25,25,1758.66,CAD
100,S04,FUEL-0051,2025-02-25,18,7820.7,CAD
100,S04,FUEL-0046,2025-02-25,20,2782.08,CAD
100,S02,FUEL-0015,2025-02-25,12,1674.42,CAD
100,S03,LUBE-0068,2025-02-25,19,9056.91,CAD
100,S06,TIRE-0045,2025-02-25,29,14255.48,CAD
100,S05,LUBE-0050,2025-02-26,26,9148.6,CAD
100,S05,LUBE-0034,2025-02-26,19,10192.07,CAD
100,S01,SEED-0007,2025-02-26,13,1738.26,CAD
100,S03,SEED-0055,2025-02-26,7,3028.86,CAD
100,S06,FEED-0044,2025-02-26,12,5405.52,CAD
100,S01,LUBE-0026,2025-02-26,30,1292.81,CAD
100,S02,SEED-0063,2025-02-27,15,5718.7,CAD
100,S01,HDWR-0022,2025-02-27,20,1168.11,CAD
100,S06,FUEL-0046,2025-02-27,26,3500.8,CAD
100,S05,TIRE-0009,2025-02-27,18,2269.63,CAD
100,S01,FEED-0032,2025-02-27,8,1528.02,CAD
100,S05,LUBE-0050,2025-02-27,29,10255.73,CAD
100,S03,HDWR-0030,2025-02-27,16,2297.95,CAD
100,S02,FUEL-0080,2025-02-27,9,1189.42,CAD
100,S01,FEED-0040,2025-02-27,16,6367.4,CAD
100,S06,TIRE-0009,2025-02-27,23,2692.45,CAD
100,S01,FUEL-0066,2025-02-27,12,3195.98,CAD
100,S03,FUEL-0023,2025-02-27,17,8703.49,CAD
100,S03,LUBE-0034,2025-02-27,33,16559.03,CAD
100,S04,TIRE-0009,2025-02-28,26,3125.79,CAD
100,S04,FUEL-0028,2025-02-28,15,6988.49,CAD
100,S05,FUEL-0019,2025-02-28,13,4286.63,CAD
100,S02,FUEL-0066,2025-02-28,26,6497.79,CAD
100,S04,SEED-0041,2025-02-28,5,679.92,CAD
100,S04,HDWR-0018,2025-02-28,28,1829.05,CAD
100,S04,FEED-0033,2025-02-28,13,4445.85,CAD
100,S06,FUEL-0049,2025-02-28,2,158.71,CAD
100,S02,LUBE-0035,2025-03-01,28,1418.18,CAD
100,S04,TIRE-0076,2025-03-01,10,4554.29,CAD
100,S04,SEED-0004,2025-03-01,18,7491.58,CAD
100,S05,TIRE-0021,2025-03-01,19,1617.08,CAD
100,S02,FUEL-0072,2025-03-02,19,9530.15,CAD
100,S02,HDWR-0030,2025-03-02,21,3705.38,CAD
100,S01,FEED-0003,2025-03-02,13,1086.54,CAD
100,S01,FUEL-0015,2025-03-02,11,1950.34,CAD
100,S01,SEED-0071,2025-03-03,17,7842.04,CAD
100,S06,TIRE-0008,2025-03-03,13,4009.66,CAD
100,S03,SEED-0071,2025-03-03,24,11886.63,CAD
100,S01,FUEL-0066,2025-03-03,13,3412.93,CAD
100,S04,FEED-0003,2025-03-03,17,1581.72,CAD
100,S02,HDWR-0052,2025-03-03,30,13835.91,CAD
100,S06,HDWR-0043,2025-03-03,18,2836.17,CAD
100,S01,FEED-0057,2025-03-03,9,3420.06,CAD
100,S06,SEED-0056,2025-03-03,28,2504.57,CAD
100,S01,LUBE-0035,2025-03-04,31,1463.34,CAD
100,S03,LUBE-0048,2025-03-04,24,6773.64,CAD
100,S01,LUBE-0037,2025-03-04,3,460.74,CAD
100,S05,HDWR-0067,2025-03-04,30,390.51,CAD
100,S02,SEED-0071,2025-03-04,17,7641.17,CAD
100,S04,FEED-0070,2025-03-04,9,2635.95,CAD
100,S06,LUBE-0068,2025-03-04,14,7011.28,CAD
100,S01,FUEL-0079,2025-03-04,13,6411.72,CAD
100,S01,HDWR-0059,2025-03-04,23,5035.25,CAD
100,S02,TIRE-0012,2025-03-05,19,2971.11,CAD
100,S02,FUEL-0072,2025-03-05,23,10255.54,CAD
100,S05,HDWR-0011,2025-03-05,25,3638.91,CAD
100,S04,FEED-0016,2025-03-05,21,10944.12,CAD
100,S06,HDWR-0038,2025-03-05,27,5749.61,CAD
100,S05,LUBE-0050,2025-03-05,24,6814.06,CAD
100,S01,LUBE-0010,2025-03-05,5,2007.67,CAD
100,S03,FUEL-0019,2025-03-05,14,4144.6,CAD
100,S02,TIRE-0021,2025-03-05,20,1589.32,CAD
100,S03,HDWR-0047,2025-03-06,20,4511.93,CAD
100,S02,HDWR-0052,2025-03-06,31,14849.84,CAD
100,S04,SEED-0007,2025-03-06,10,1159.11,CAD
100,S02,HDWR-0067,2025-03-07,20,239.65,CAD
100,S01,FEED-0054,2025-03-07,20,5492.52,CAD
100,S01,SEED-0062,2025-03-07,11,3618.87,CAD
100,S05,LUBE-0001,2025-03-07,1,63.79,CAD
100,S01,HDWR-0060,2025-03-07,28,7804.92,CAD
100,S01,SEED-0055,2025-03-07,15,6654.82,CAD
100,S06,HDWR-0006,2025-03-07,6,181.0,CAD
100,S01,FEED-0057,2025-03-07,27,12777.92,CAD
100,S02,HDWR-0018,2025-03-07,25,1688.48,CAD
100,S03,TIRE-0076,2025-03-07,20,10549.07,CAD
100,S03,FEED-0074,2025-03-07,9,1928.42,CAD
100,S02,HDWR-0038,2025-03-08,19,4135.06,CAD
100,S04,HDWR-0060,2025-03-08,14,4219.24,CAD
100,S02,FEED-0074,2025-03-08,20,3783.35,CAD
100,S03,SEED-0020,2025-03-09,14,6044.73,CAD
100,S04,FEED-0070,2025-03-10,17,4186.45,CAD
100,S05,FUEL-0025,2025-03-10,1,363.57,CAD
100,S02,LUBE-0065,2025-03-10,1,182.88,CAD
100,S04,LUBE-0039,2025-03-10,25,9030.6,CAD
100,S04,SEED-0007,2025-03-10,12,1664.07,CAD
100,S03,HDWR-0043,2025-03-10,11,1495.09,CAD
100,S02,FUEL-0051,2025-03-10,19,8500.72,CAD
100,S01,TIRE-0077,2025-03-10,22,4094.12,CAD
100,S01,TIRE-0077,2025-03-11,20,3255.65,CAD
100,S05,SEED-0013,2025-03-11,17,6749.46,CAD
100,S06,HDWR-0038,2025-03-11,17,4076.89,CAD
100,S04,SEED-0004,2025-03-11,19,7509.82,CAD
100,S02,LUBE-0048,2025-03-11,11,2636.82,CAD
100,S06,HDWR-0011,2025-03-11,32,3743.35,CAD
100,S01,LUBE-0001,2025-03-11,15,1167.15,CAD
100,S01,TIRE-0008,2025-03-11,21,7594.4,CAD
100,S03,FUEL-0015,2025-03-12,20,2905.01,CAD
100,S03,FUEL-0080,2025-03-12,13,1568.79,CAD
100,S04,FUEL-0017,2025-03-12,22,1470.83,CAD
100,S03,SEED-0007,2025-03-12,14,1718.89,CAD
100,S02,SEED-0004,2025-03-12,8,3120.19,CAD
100,S06,LUBE-0039,2025-03-12,28,10843.41,CAD
100,S03,LUBE-0001,2025-03-12,18,1207.57,CAD
100,S02,TIRE-0005,2025-03-12,10,601.01,CAD
100,S05,FEED-0044,2025-03-13,6,3093.6,CAD
100,S05,FUEL-0023,2025-03-13,10,4223.47,CAD
100,S06,LUBE-0048,2025-03-13,27,7044.94,CAD
100,S01,FUEL-0019,2025-03-13,16,4688.51,CAD
100,S05,SEED-0063,2025-03-13,18,7583.99,CAD
100,S04,FEED-0003,2025-03-13,2,189.55,CAD
100,S01,SEED-0071,2025-03-13,9,3783.37,CAD
100,S04,FEED-0057,2025-03-13,15,7233.57,CAD
100,S06,FEED-0075,2025-03-13,9,3039.07,CAD
100,S01,FEED-0029,2025-03-13,23,10541.41,CAD
100,S02,LUBE-0002,2025-03-14,21,2863.35,CAD
100,S02,TIRE-0064,2025-03-14,23,10764.49,CAD
100,S04,FUEL-0017,2025-03-14,19,1250.48,CAD
100,S05,TIRE-0024,2025-03-14,21,8940.83,CAD
100,S06,TIRE-0024,2025-03-14,28,12252.95,CAD
100,S06,HDWR-0006,2025-03-14,22,669.16,CAD
100,S06,FEED-0054,2025-03-14,20,5881.2,CAD
100,S01,FEED-0032,2025-03-14,24,4437.08,CAD
100,S04,FUEL-0051,2025-03-14,30,11359.95,CAD
100,S05,HDWR-0018,2025-03-14,23,1501.37,CAD
100,S02,TIRE-0012,2025-03-15,10,1560.16,CAD
100,S04,HDWR-0022,2025-03-15,12,552.03,CAD
100,S06,LUBE-0002,2025-03-16,24,3409.09,CAD
100,S03,LUBE-0048,2025-03-16,15,3801.98,CAD
100,S01,HDWR-0060,2025-03-16,17,5264.17,CAD
100,S01,FUEL-0017,2025-03-16,20,1411.51,CAD
100,S01,HDWR-0022,2025-03-17,18,985.56,CAD
100,S05,FEED-0016,2025-03-17,14,7470.87,CAD
100,S06,SEED-0063,2025-03-17,22,7333.62,CAD
100,S05,FUEL-0015,2025-03-17,18,2815.66,CAD
100,S06,HDWR-0022,2025-03-17,15,792.83,CAD
100,S05,TIRE-0009,2025-03-17,27,2854.28,CAD
100,S05,FUEL-0023,2025-03-18,15,6462.42,CAD
100,S06,SEED-0007,2025-03-18,32,3623.63,CAD
100,S02,FUEL-0066,2025-03-18,23,5072.0,CAD
100,S03,TIRE-0012,2025-03-18,30,4488.81,CAD
100,S06,LUBE-0036,2025-03-18,18,1963.97,CAD
100,S06,LUBE-0068,2025-03-18,21,8981.27,CAD
100,S05,HDWR-0047,2025-03-18,14,2690.08,CAD
100,S06,FUEL-0017,2025-03-18,15,1011.59,CAD
100,S02,LUBE-0002,2025-03-18,22,3037.8,CAD
100,S02,FEED-0029,2025-03-18,20,9119.66,CAD
100,S02,FEED-0014,2025-03-19,13,5547.51,CAD
100,S03,FEED-0054,2025-03-19,21,5777.67,CAD
100,S06,LUBE-0001,2025-03-19,13,1032.52,CAD
