snapshot_date,site_id,sku,quantity_on_hand,min_level,max_level
2025-02-28,S05,SEED-0100,64,40,134
2025-02-28,S06,SEED-0100,114,25,151
2025-02-28,S01,FUEL-0101,74,34,182
2025-02-28,S02,FUEL-0101,63,9,80
2025-02-28,S05,FUEL-0101,59,25,89
2025-02-28,S01,FEED-0102,47,27,63
2025-02-28,S02,FEED-0102,71,15,114
2025-02-28,S03,FEED-0102,74,34,98
2025-02-28,S04,FEED-0102,63,7,113
2025-02-28,S06,FEED-0102,59,24,75
2025-02-28,S01,HDWR-0103,37,40,162
2025-02-28,S02,HDWR-0103,59,23,81
2025-02-28,S03,HDWR-0103,100,20,164
2025-02-28,S04,HDWR-0103,82,19,129
2025-02-28,S05,HDWR-0103,77,18,147
2025-02-28,S06,HDWR-0103,49,36,158
2025-02-28,S02,FEED-0104,54,28,99
2025-02-28,S05,FEED-0104,71,26,86
2025-02-28,S03,TIRE-0105,62,8,111
2025-02-28,S04,TIRE-0105,46,20,50
2025-02-28,S05,TIRE-0105,56,37,142
2025-02-28,S01,FEED-0106,52,12,118
2025-02-28,S04,FEED-0106,43,8,135
2025-02-28,S05,FEED-0106,51,36,78
2025-02-28,S01,HDWR-0107,25,6,36
2025-02-28,S01,SEED-0108,59,16,145
2025-02-28,S03,SEED-0108,46,21,172
2025-02-28,S05,SEED-0108,93,30,120
2025-02-28,S06,SEED-0108,107,8,128
2025-02-28,S02,FUEL-0109,124,16,163
2025-02-28,S03,FUEL-0109,86,21,176
2025-02-28,S05,FUEL-0109,38,26,61
2025-02-28,S02,HDWR-0110,67,29,116
2025-02-28,S06,HDWR-0110,65,38,78
2025-02-28,S01,SEED-0111,127,23,152
2025-02-28,S02,SEED-0111,37,18,53
2025-02-28,S03,SEED-0111,128,31,172
2025-02-28,S04,SEED-0111,79,31,157
2025-02-28,S05,SEED-0111,0,28,140
2025-02-28,S06,SEED-0111,58,7,103
2025-02-28,S01,LUBE-0112,47,23,102
2025-02-28,S04,LUBE-0112,47,18,66
2025-02-28,S05,LUBE-0112,23,9,50
2025-02-28,S06,LUBE-0112,44,7,92
2025-02-28,S01,HDWR-0113,135,35,113
2025-02-28,S02,HDWR-0113,10,6,44
2025-02-28,S03,HDWR-0113,80,36,90
2025-02-28,S04,HDWR-0113,36,33,65
2025-02-28,S05,HDWR-0113,142,31,159
2025-02-28,S06,HDWR-0113,45,17,97
2025-02-28,S01,SEED-0114,133,32,144
2025-02-28,S03,SEED-0114,106,16,171
2025-02-28,S06,SEED-0114,86,11,109
2025-02-28,S01,FEED-0115,79,19,120
2025-02-28,S02,FEED-0115,62,38,135
2025-02-28,S03,FEED-0115,79,20,131
2025-02-28,S04,FEED-0115,113,36,111
2025-02-28,S06,FEED-0115,64,26,115
2025-02-28,S01,FEED-0116,61,28,130
2025-02-28,S04,FEED-0116,36,7,78
2025-02-28,S06,FEED-0116,16,13,140
2025-02-28,S01,FUEL-0117,0,8,66
2025-02-28,S02,FUEL-0117,80,37,157
2025-02-28,S03,FUEL-0117,69,27,81
2025-02-28,S04,FUEL-0117,149,10,159
2025-02-28,S05,FUEL-0117,0,10,117
2025-02-28,S01,SEED-0118,53,13,118
2025-02-28,S02,SEED-0118,83,5,100
2025-02-28,S03,SEED-0118,40,10,62
2025-02-28,S04,SEED-0118,82,16,146
2025-02-28,S05,SEED-0118,86,11,92
2025-02-28,S06,SEED-0118,72,38,159
2025-02-28,S01,TIRE-0119,37,22,87
2025-02-28,S02,TIRE-0119,121,10,153
2025-02-28,S03,TIRE-0119,19,9,40
2025-02-28,S05,TIRE-0119,114,27,155
2025-02-28,S04,LUBE-0120,60,39,87
2025-02-28,S05,LUBE-0120,22,6,42
2025-03-31,S02,LUBE-0001,21,9,72
2025-03-31,S04,LUBE-0001,88,13,138
2025-03-31,S05,LUBE-0001,62,28,178
2025-03-31,S02,LUBE-0002,80,37,140
2025-03-31,S04,LUBE-0002,90,16,170
2025-03-31,S05,LUBE-0002,124,9,104
2025-03-31,S01,FEED-0003,37,23,174
2025-03-31,S02,FEED-0003,38,10,91
2025-03-31,S03,FEED-0003,126,12,153
2025-03-31,S04,FEED-0003,68,37,86
2025-03-31,S05,FEED-0003,57,29,119
2025-03-31,S01,SEED-0004,25,24,76
2025-03-31,S03,SEED-0004,35,27,57
2025-03-31,S04,SEED-0004,32,17,58
2025-03-31,S05,SEED-0004,209,38,190
2025-03-31,S06,SEED-0004,72,22,95
2025-03-31,S01,TIRE-0005,99,39,161
2025-03-31,S03,TIRE-0005,30,19,120
2025-03-31,S06,TIRE-0005,40,18,123
2025-03-31,S01,HDWR-0006,72,26,87
2025-03-31,S05,HDWR-0006,36,13,85
2025-03-31,S06,HDWR-0006,0,10,129
2025-03-31,S01,SEED-0007,59,27,75
2025-03-31,S02,SEED-0007,148,40,175
2025-03-31,S03,SEED-0007,76,37,111
2025-03-31,S04,SEED-0007,78,9,102
2025-03-31,S05,SEED-0007,79,26,98
2025-03-31,S06,SEED-0007,141,23,145
2025-03-31,S01,TIRE-0008,22,18,68
2025-03-31,S03,TIRE-0008,58,10,94
2025-03-31,S04,TIRE-0008,151,22,172
2025-03-31,S04,TIRE-0009,95,22,139
2025-03-31,S05,TIRE-0009,80,28,89
2025-03-31,S06,TIRE-0009,32,17,48
2025-03-31,S03,LUBE-0010,68,37,183
2025-03-31,S05,LUBE-0010,108,9,146
2025-03-31,S06,LUBE-0010,26,27,142
2025-03-31,S01,HDWR-0011,4,14,143
2025-03-31,S01,TIRE-0012,126,24,177
2025-03-31,S02,TIRE-0012,53,13,115
2025-03-31,S04,TIRE-0012,111,30,141
2025-03-31,S06,TIRE-0012,60,40,73
2025-03-31,S01,SEED-0013,47,22,54
2025-03-31,S03,SEED-0013,59,5,104
2025-03-31,S04,SEED-0013,83,6,155
2025-03-31,S06,SEED-0013,31,7,155
2025-03-31,S01,FEED-0014,84,32,146
2025-03-31,S04,FEED-0014,4,6,153
2025-03-31,S05,FEED-0014,38,9,124
2025-03-31,S06,FEED-0014,92,12,150
2025-03-31,S01,FUEL-0015,114,9,147
2025-03-31,S03,FUEL-0015,68,32,172
2025-03-31,S04,FUEL-0015,125,39,153
2025-03-31,S01,FEED-0016,77,28,95
2025-03-31,S02,FEED-0016,33,28,177
2025-03-31,S04,FEED-0016,28,23,74
2025-03-31,S05,FEED-0016,13,6,138
2025-03-31,S02,FUEL-0017,33,10,60
2025-03-31,S03,FUEL-0017,132,36,191
2025-03-31,S05,FUEL-0017,94,12,106
2025-03-31,S06,FUEL-0017,49,30,165
2025-03-31,S02,HDWR-0018,88,25,129
2025-03-31,S05,HDWR-0018,119,17,120
2025-03-31,S06,HDWR-0018,74,29,147
2025-03-31,S01,FUEL-0019,67,19,139
2025-03-31,S02,FUEL-0019,84,23,141
2025-03-31,S05,FUEL-0019,52,8,82
2025-03-31,S06,FUEL-0019,121,39,117
2025-03-31,S02,SEED-0020,25,23,172
2025-03-31,S04,SEED-0020,138,16,154
2025-03-31,S06,SEED-0020,16,15,83
2025-03-31,S01,TIRE-0021,120,27,108
2025-03-31,S02,TIRE-0021,65,15,75
2025-03-31,S03,TIRE-0021,34,28,109
2025-03-31,S05,TIRE-0021,66,33,97
2025-03-31,S06,TIRE-0021,68,28,128
2025-03-31,S01,HDWR-0022,111,5,128
2025-03-31,S02,HDWR-0022,71,20,166
2025-03-31,S05,HDWR-0022,74,28,73
2025-03-31,S06,HDWR-0022,46,5,137
2025-03-31,S01,FUEL-0023,0,13,109
2025-03-31,S02,FUEL-0023,51,8,109
2025-03-31,S03,FUEL-0023,133,31,185
2025-03-31,S04,FUEL-0023,44,10,57
2025-03-31,S05,FUEL-0023,70,18,163
2025-03-31,S06,FUEL-0023,18,7,105
2025-03-31,S01,TIRE-0024,100,33,100
2025-03-31,S02,TIRE-0024,75,39,112
2025-03-31,S03,TIRE-0024,175,33,187
2025-03-31,S04,TIRE-0024,54,35,74
2025-03-31,S05,TIRE-0024,77,25,98
2025-03-31,S04,FUEL-0025,39,18,84
2025-03-31,S06,FUEL-0025,82,30,180
2025-03-31,S02,LUBE-0026,53,26,123
2025-03-31,S05,LUBE-0026,38,18,75
2025-03-31,S01,LUBE-0027,32,20,121
2025-03-31,S03,LUBE-0027,92,11,118
2025-03-31,S04,LUBE-0027,4,7,121
2025-03-31,S05,LUBE-0027,160,24,142
2025-03-31,S06,LUBE-0027,109,36,157
2025-03-31,S01,FUEL-0028,0,39,170
2025-03-31,S03,FUEL-0028,78,22,181
2025-03-31,S04,FUEL-0028,72,24,160
2025-03-31,S05,FUEL-0028,37,15,93
2025-03-31,S01,FEED-0029,58,21,93
2025-03-31,S02,FEED-0029,58,34,87
2025-03-31,S03,FEED-0029,109,36,140
2025-03-31,S04,FEED-0029,117,39,145
2025-03-31,S05,FEED-0029,129,31,172
2025-03-31,S03,HDWR-0030,0,11,81
2025-03-31,S04,HDWR-0030,56,22,81
2025-03-31,S05,HDWR-0030,61,8,154
2025-03-31,S06,HDWR-0030,9,11,46
2025-03-31,S01,LUBE-0031,40,15,149
2025-03-31,S02,LUBE-0031,29,10,136
2025-03-31,S03,LUBE-0031,30,15,57
2025-03-31,S04,LUBE-0031,72,9,118
2025-03-31,S05,LUBE-0031,72,22,117
2025-03-31,S01,FEED-0032,30,24,55
2025-03-31,S02,FEED-0032,27,29,132
2025-03-31,S04,FEED-0032,54,30,91
2025-03-31,S05,FEED-0032,42,34,99
2025-03-31,S06,FEED-0032,21,18,65
2025-03-31,S01,FEED-0033,50,32,74
2025-03-31,S03,FEED-0033,0,6,89
2025-03-31,S04,FEED-0033,71,35,83
2025-03-31,S05,FEED-0033,66,9,150
2025-03-31,S06,FEED-0033,37,9,104
2025-03-31,S04,LUBE-0034,92,40,89
2025-03-31,S05,LUBE-0034,14,24,87
2025-03-31,S06,LUBE-0034,141,5,161
2025-03-31,S02,LUBE-0035,110,16,164
2025-03-31,S04,LUBE-0035,51,21,87
2025-03-31,S05,LUBE-0035,62,24,88
2025-03-31,S02,LUBE-0036,73,11,148
2025-03-31,S03,LUBE-0036,57,22,180
2025-03-31,S04,LUBE-0036,61,28,99
2025-03-31,S05,LUBE-0036,133,28,167
2025-03-31,S01,LUBE-0037,147,18,171
2025-03-31,S02,LUBE-0037,41,13,54
2025-03-31,S03,LUBE-0037,122,20,140
2025-03-31,S04,LUBE-0037,68,35,134
2025-03-31,S05,LUBE-0037,46,25,158
2025-03-31,S06,LUBE-0037,123,32,188
2025-03-31,S01,HDWR-0038,129,33,128
2025-03-31,S03,HDWR-0038,60,11,141
2025-03-31,S04,HDWR-0038,40,22,55
2025-03-31,S01,LUBE-0039,113,21,141
2025-03-31,S04,LUBE-0039,70,23,87
2025-03-31,S01,FEED-0040,54,25,65
2025-03-31,S02,FEED-0040,164,26,184
2025-03-31,S03,FEED-0040,127,32,155
2025-03-31,S06,FEED-0040,38,25,76
2025-03-31,S01,SEED-0041,83,18,165
2025-03-31,S02,SEED-0041,9,7,46
2025-03-31,S01,SEED-0042,89,26,71
2025-03-31,S02,SEED-0042,60,18,130
2025-03-31,S04,SEED-0042,74,22,61
2025-03-31,S06,SEED-0042,74,24,98
2025-03-31,S01,HDWR-0043,93,40,155
2025-03-31,S02,HDWR-0043,55,5,83
2025-03-31,S03,HDWR-0043,70,11,133
2025-03-31,S05,HDWR-0043,73,28,102
2025-03-31,S06,HDWR-0043,72,12,152
2025-03-31,S01,FEED-0044,61,25,110
2025-03-31,S02,FEED-0044,96,11,161
2025-03-31,S03,FEED-0044,19,18,81
2025-03-31,S05,FEED-0044,67,39,120
2025-03-31,S06,FEED-0044,121,23,121
2025-03-31,S01,TIRE-0045,64,35,104
2025-03-31,S02,TIRE-0045,154,31,147
2025-03-31,S03,TIRE-0045,47,12,58
2025-03-31,S05,TIRE-0045,0,23,157
2025-03-31,S06,TIRE-0045,48,12,168
2025-03-31,S05,FUEL-0046,106,21,140
2025-03-31,S01,HDWR-0047,112,30,178
2025-03-31,S06,HDWR-0047,40,9,86
2025-03-31,S01,LUBE-0048,124,29,158
2025-03-31,S03,LUBE-0048,96,17,143
2025-03-31,S06,LUBE-0048,66,5,133
2025-03-31,S02,FUEL-0049,81,23,160
2025-03-31,S04,FUEL-0049,39,40,140
2025-03-31,S05,FUEL-0049,98,23,118
2025-03-31,S06,FUEL-0049,48,32,77
2025-03-31,S05,LUBE-0050,84,28,118
2025-03-31,S06,LUBE-0050,67,22,68
2025-03-31,S01,FUEL-0051,27,27,85
2025-03-31,S02,FUEL-0051,90,27,155
2025-03-31,S03,FUEL-0051,101,14,130
2025-03-31,S04,FUEL-0051,97,37,176
2025-03-31,S05,FUEL-0051,78,29,81
2025-03-31,S06,FUEL-0051,198,38,192
2025-03-31,S01,HDWR-0052,34,26,57
2025-03-31,S02,HDWR-0052,88,8,161
2025-03-31,S03,HDWR-0052,26,21,131
2025-03-31,S04,HDWR-0052,157,30,173
2025-03-31,S06,HDWR-0052,83,18,151
2025-03-31,S01,HDWR-0053,16,18,165
2025-03-31,S03,HDWR-0053,42,12,62
2025-03-31,S04,HDWR-0053,85,27,105
2025-03-31,S05,HDWR-0053,85,19,115
2025-03-31,S01,FEED-0054,143,14,174
2025-03-31,S03,FEED-0054,90,31,155
2025-03-31,S04,FEED-0054,20,23,66
2025-03-31,S06,FEED-0054,0,23,131
2025-03-31,S01,SEED-0055,73,39,89
2025-03-31,S04,SEED-0055,45,15,84
2025-03-31,S05,SEED-0055,137,19,132
2025-03-31,S06,SEED-0055,95,30,139
2025-03-31,S01,SEED-0056,139,19,148
2025-03-31,S03,SEED-0056,57,32,112
2025-03-31,S04,SEED-0056,60,13,118
2025-03-31,S05,SEED-0056,96,37,187
2025-03-31,S06,SEED-0056,66,31,64
2025-03-31,S01,FEED-0057,0,12,147
2025-03-31,S02,FEED-0057,88,16,167
2025-03-31,S03,FEED-0057,58,24,83
2025-03-31,S04,FEED-0057,57,23,135
2025-03-31,S05,FEED-0057,43,23,86
2025-03-31,S06,FEED-0057,54,27,77
2025-03-31,S01,HDWR-0058,100,12,109
2025-03-31,S02,HDWR-0058,145,24,168
2025-03-31,S03,HDWR-0058,0,11,71
2025-03-31,S04,HDWR-0058,18,7,66
2025-03-31,S05,HDWR-0058,23,33,63
2025-03-31,S01,HDWR-0059,40,29,87
2025-03-31,S02,HDWR-0059,23,14,134
2025-03-31,S03,HDWR-0059,82,38,134
2025-03-31,S04,HDWR-0059,153,15,158
2025-03-31,S05,HDWR-0059,46,6,103
2025-03-31,S06,HDWR-0059,91,10,84
2025-03-31,S01,HDWR-0060,39,28,87
2025-03-31,S03,HDWR-0060,89,35,143
2025-03-31,S05,HDWR-0060,31,28,166
2025-03-31,S06,HDWR-0060,37,19,149
2025-03-31,S02,TIRE-0061,117,6,113
2025-03-31,S03,TIRE-0061,83,15,94
2025-03-31,S04,TIRE-0061,23,15,137
2025-03-31,S06,TIRE-0061,43,16,74
2025-03-31,S01,SEED-0062,58,19,143
2025-03-31,S02,SEED-0062,157,20,163
2025-03-31,S04,SEED-0062,67,32,108
2025-03-31,S05,SEED-0062,60,28,96
2025-03-31,S06,SEED-0062,94,34,108
2025-03-31,S02,SEED-0063,69,9,119
2025-03-31,S03,SEED-0063,41,14,156
2025-03-31,S04,SEED-0063,22,7,83
2025-03-31,S05,SEED-0063,119,27,138
2025-03-31,S06,SEED-0063,58,23,87
2025-03-31,S02,TIRE-0064,76,33,108
2025-03-31,S03,TIRE-0064,20,12,89
2025-03-31,S04,TIRE-0064,60,30,174
2025-03-31,S06,TIRE-0064,160,20,166
2025-03-31,S01,LUBE-0065,61,14,96
2025-03-31,S03,LUBE-0065,32,33,84
2025-03-31,S04,LUBE-0065,39,27,179
2025-03-31,S05,LUBE-0065,31,17,80
2025-03-31,S06,LUBE-0065,72,30,165
2025-03-31,S02,FUEL-0066,99,32,183
2025-03-31,S03,FUEL-0066,130,36,138
2025-03-31,S04,FUEL-0066,40,8,98
2025-03-31,S05,FUEL-0066,82,38,177
2025-03-31,S06,FUEL-0066,20,8,70
2025-03-31,S01,HDWR-0067,121,34,149
2025-03-31,S02,HDWR-0067,23,21,56
2025-03-31,S04,HDWR-0067,173,31,145
2025-03-31,S05,HDWR-0067,17,16,93
2025-03-31,S06,HDWR-0067,81,12,156
2025-03-31,S03,LUBE-0068,60,5,97
2025-03-31,S04,LUBE-0068,69,40,114
2025-03-31,S05,LUBE-0068,57,33,70
2025-03-31,S06,LUBE-0068,54,22,165
2025-03-31,S03,FUEL-0069,120,6,158
2025-03-31,S04,FUEL-0069,45,21,63
2025-03-31,S05,FUEL-0069,43,35,83
2025-03-31,S02,FEED-0070,23,11,124
2025-03-31,S03,FEED-0070,116,26,141
2025-03-31,S04,FEED-0070,172,13,155
2025-03-31,S05,FEED-0070,51,16,59
2025-03-31,S01,SEED-0071,105,37,125
2025-03-31,S02,SEED-0071,64,17,75
2025-03-31,S03,SEED-0071,91,12,132
2025-03-31,S04,SEED-0071,51,14,96
2025-03-31,S06,SEED-0071,72,32,69
2025-03-31,S01,FUEL-0072,86,35,84
2025-03-31,S02,FUEL-0072,45,29,157
2025-03-31,S03,FUEL-0072,25,5,50
2025-03-31,S06,FUEL-0072,86,31,135
2025-03-31,S03,TIRE-0073,117,16,116
2025-03-31,S01,FEED-0074,62,6,105
2025-03-31,S03,FEED-0074,79,17,129
2025-03-31,S04,FEED-0074,143,23,163
2025-03-31,S06,FEED-0074,81,27,97
2025-03-31,S05,FEED-0075,69,11,76
2025-03-31,S06,FEED-0075,86,40,104
2025-03-31,S01,TIRE-0076,48,19,132
2025-03-31,S02,TIRE-0076,93,16,166
2025-03-31,S03,TIRE-0076,145,31,189
2025-03-31,S04,TIRE-0076,46,31,67
2025-03-31,S05,TIRE-0076,40,22,135
2025-03-31,S06,TIRE-0076,8,37,137
2025-03-31,S01,TIRE-0077,112,10,135
2025-03-31,S02,TIRE-0077,67,32,146
2025-03-31,S03,TIRE-0077,60,21,116
2025-03-31,S04,TIRE-0077,104,21,106
2025-03-31,S05,TIRE-0077,101,26,172
2025-03-31,S06,TIRE-0077,85,37,134
2025-03-31,S02,SEED-0078,62,19,63
2025-03-31,S03,SEED-0078,89,35,94
2025-03-31,S04,SEED-0078,29,26,64
2025-03-31,S05,SEED-0078,101,14,152
2025-03-31,S02,FUEL-0079,28,9,47
2025-03-31,S03,FUEL-0079,55,39,93
2025-03-31,S04,FUEL-0079,6,8,66
2025-03-31,S02,FUEL-0080,63,22,122
2025-03-31,S04,FUEL-0080,43,13,132
2025-03-31,S05,FUEL-0080,76,13,65
2025-03-31,S01,FEED-0081,44,26,75
2025-03-31,S02,FEED-0081,16,10,41
2025-03-31,S03,FEED-0081,61,13,145
2025-03-31,S04,FEED-0081,86,38,101
2025-03-31,S06,FEED-0081,36,16,48
2025-03-31,S01,SEED-0082,53,5,155
2025-03-31,S02,SEED-0082,49,24,115
2025-03-31,S03,SEED-0082,84,33,105
2025-03-31,S05,SEED-0082,58,17,67
2025-03-31,S06,SEED-0082,43,22,111
2025-03-31,S03,HDWR-0083,71,17,83
2025-03-31,S04,HDWR-0083,31,9,49
2025-03-31,S05,HDWR-0083,82,10,64
2025-03-31,S02,TIRE-0084,132,17,163
2025-03-31,S03,TIRE-0084,58,19,102
2025-03-31,S05,TIRE-0084,43,12,130
2025-03-31,S06,TIRE-0084,10,7,42
2025-03-31,S01,FEED-0085,152,32,183
2025-03-31,S02,FEED-0085,79,38,88
2025-03-31,S04,FEED-0085,42,14,68
2025-03-31,S06,FEED-0085,1,7,119
2025-03-31,S01,TIRE-0086,32,28,139
2025-03-31,S02,TIRE-0086,44,7,101
2025-03-31,S05,TIRE-0086,0,34,168
2025-03-31,S06,TIRE-0086,10,20,83
2025-03-31,S01,TIRE-0087,18,22,152
2025-03-31,S02,TIRE-0087,78,5,80
2025-03-31,S03,TIRE-0087,124,35,119
2025-03-31,S04,TIRE-0087,30,18,55
2025-03-31,S05,TIRE-0087,80,12,81
2025-03-31,S06,TIRE-0087,102,32,108
2025-03-31,S01,HDWR-0088,47,29,105
2025-03-31,S02,HDWR-0088,60,8,105
2025-03-31,S04,HDWR-0088,72,23,127
2025-03-31,S05,HDWR-0088,112,30,189
2025-03-31,S06,HDWR-0088,176,26,185
2025-03-31,S01,TIRE-0089,34,14,62
2025-03-31,S02,TIRE-0089,52,19,97
2025-03-31,S05,TIRE-0089,0,18,124
2025-03-31,S06,TIRE-0089,29,39,157
2025-03-31,S01,LUBE-0090,114,23,132
2025-03-31,S02,LUBE-0090,45,21,57
2025-03-31,S03,LUBE-0090,37,23,77
2025-03-31,S04,LUBE-0090,21,18,71
2025-03-31,S05,LUBE-0090,103,29,132
2025-03-31,S06,LUBE-0090,67,36,80
2025-03-31,S01,FUEL-0091,60,6,101
2025-03-31,S02,FUEL-0091,86,33,131
2025-03-31,S03,FUEL-0091,54,7,145
2025-03-31,S04,FUEL-0091,35,30,65
2025-03-31,S05,FUEL-0091,135,39,152
2025-03-31,S06,FUEL-0091,31,5,68
2025-03-31,S02,LUBE-0092,38,37,196
2025-03-31,S03,LUBE-0092,57,33,99
2025-03-31,S04,LUBE-0092,64,20,54
2025-03-31,S05,LUBE-0092,129,40,183
2025-03-31,S06,LUBE-0092,79,32,162
2025-03-31,S01,HDWR-0093,17,19,120
2025-03-31,S02,HDWR-0093,33,32,77
2025-03-31,S06,HDWR-0093,98,40,152
2025-03-31,S01,HDWR-0094,36,29,148
2025-03-31,S03,HDWR-0094,48,15,73
2025-03-31,S04,HDWR-0094,64,25,91
2025-03-31,S05,HDWR-0094,42,35,96
2025-03-31,S06,HDWR-0094,106,32,191
2025-03-31,S02,FEED-0095,124,35,100
2025-03-31,S03,FEED-0095,0,21,131
2025-03-31,S04,FEED-0095,59,34,84
2025-03-31,S01,SEED-0096,87,31,114
2025-03-31,S03,SEED-0096,41,19,53
2025-03-31,S04,SEED-0096,53,20,148
2025-03-31,S05,SEED-0096,34,28,158
2025-03-31,S01,FEED-0097,29,20,51
2025-03-31,S03,FEED-0097,77,10,167
2025-03-31,S06,FEED-0097,21,10,47
2025-03-31,S01,SEED-0098,179,7,148
2025-03-31,S02,SEED-0098,83,27,186
2025-03-31,S03,SEED-0098,43,29,82
2025-03-31,S05,SEED-0098,83,32,145
2025-03-31,S01,LUBE-0099,56,29,87
2025-03-31,S04,LUBE-0099,52,28,72
2025-03-31,S05,LUBE-0099,87,34,141
2025-03-31,S06,LUBE-0099,47,16,132
2025-03-31,S03,SEED-0100,95,29,83
2025-03-31,S04,SEED-0100,30,10,73
2025-03-31,S01,FUEL-0101,72,9,78
2025-03-31,S02,FUEL-0101,81,20,104
2025-03-31,S03,FUEL-0101,45,18,52
2025-03-31,S04,FUEL-0101,109,15,174
2025-03-31,S05,FUEL-0101,112,27,175
2025-03-31,S06,FUEL-0101,141,32,137
2025-03-31,S01,FEED-0102,53,6,114
2025-03-31,S03,FEED-0102,39,22,53
2025-03-31,S05,FEED-0102,53,24,74
2025-03-31,S01,HDWR-0103,101,21,132
2025-03-31,S02,HDWR-0103,28,13,138
2025-03-31,S03,HDWR-0103,98,21,83
2025-03-31,S06,HDWR-0103,76,9,105
2025-03-31,S01,FEED-0104,59,17,84
2025-03-31,S02,FEED-0104,116,25,165
2025-03-31,S03,FEED-0104,27,18,50
2025-03-31,S06,FEED-0104,72,19,76
2025-03-31,S01,TIRE-0105,83,36,101
2025-03-31,S02,TIRE-0105,91,31,181
2025-03-31,S03,TIRE-0105,15,12,96
2025-03-31,S04,TIRE-0105,64,28,103
2025-03-31,S05,TIRE-0105,26,9,65
2025-03-31,S06,TIRE-0105,43,6,91
2025-03-31,S01,FEED-0106,53,18,104
2025-03-31,S03,FEED-0106,10,9,87
2025-03-31,S05,FEED-0106,102,40,178
2025-03-31,S06,FEED-0106,81,6,77
2025-03-31,S01,HDWR-0107,89,14,148
2025-03-31,S02,HDWR-0107,51,37,97
2025-03-31,S05,HDWR-0107,96,38,175
2025-03-31,S01,SEED-0108,106,28,187
2025-03-31,S02,SEED-0108,104,38,183
2025-03-31,S03,SEED-0108,163,32,190
2025-03-31,S04,SEED-0108,51,8,83
2025-03-31,S06,SEED-0108,87,22,92
2025-03-31,S01,FUEL-0109,74,38,165
2025-03-31,S04,FUEL-0109,118,16,166
2025-03-31,S06,FUEL-0109,78,28,123
2025-03-31,S01,HDWR-0110,23,14,111
2025-03-31,S03,HDWR-0110,68,39,122
2025-03-31,S04,HDWR-0110,31,17,74
2025-03-31,S05,HDWR-0110,150,37,163
2025-03-31,S06,HDWR-0110,61,38,95
2025-03-31,S01,SEED-0111,139,39,133
2025-03-31,S02,SEED-0111,80,22,135
2025-03-31,S03,SEED-0111,81,17,91
2025-03-31,S04,SEED-0111,56,17,102
2025-03-31,S06,SEED-0111,160,9,160
2025-03-31,S01,LUBE-0112,133,29,163
2025-03-31,S03,LUBE-0112,0,29,154
2025-03-31,S04,LUBE-0112,24,22,67
2025-03-31,S05,LUBE-0112,91,27,177
2025-03-31,S01,HDWR-0113,91,29,88
2025-03-31,S02,HDWR-0113,88,15,99
2025-03-31,S03,HDWR-0113,196,26,162
2025-03-31,S04,HDWR-0113,68,27,101
2025-03-31,S06,HDWR-0113,37,28,63
2025-03-31,S03,SEED-0114,74,39,142
2025-03-31,S04,SEED-0114,35,30,76
2025-03-31,S06,SEED-0114,88,33,166
2025-03-31,S01,FEED-0115,34,13,153
2025-03-31,S02,FEED-0115,5,5,44
2025-03-31,S03,FEED-0115,73,35,124
2025-03-31,S04,FEED-0115,69,7,156
2025-03-31,S05,FEED-0115,116,32,174
2025-03-31,S01,FEED-0116,45,34,77
2025-03-31,S05,FEED-0116,83,17,99
2025-03-31,S06,FEED-0116,89,19,71
2025-03-31,S01,FUEL-0117,91,35,99
2025-03-31,S03,FUEL-0117,42,19,73
2025-03-31,S04,FUEL-0117,100,37,158
2025-03-31,S05,FUEL-0117,76,30,91
2025-03-31,S06,FUEL-0117,26,8,69
2025-03-31,S02,SEED-0118,99,29,112
2025-03-31,S03,SEED-0118,68,18,69
2025-03-31,S04,SEED-0118,123,26,176
2025-03-31,S05,SEED-0118,13,40,142
2025-03-31,S06,SEED-0118,82,23,87
2025-03-31,S02,TIRE-0119,35,10,147
2025-03-31,S03,TIRE-0119,95,30,118
2025-03-31,S04,TIRE-0119,35,7,57
2025-03-31,S06,TIRE-0119,41,33,128
2025-03-31,S02,LUBE-0120,38,37,99
2025-03-31,S03,LUBE-0120,59,11,90
2025-03-31,S04,LUBE-0120,56,22,95
2025-03-31,S06,LUBE-0120,26,19,118
2025-04-30,S02,LUBE-0001,43,32,121
2025-04-30,S03,LUBE-0001,155,38,170
2025-04-30,S04,LUBE-0001,114,17,128
2025-04-30,S06,LUBE-0001,96,26,173
2025-04-30,S02,LUBE-0002,13,33,110
2025-04-30,S03,LUBE-0002,62,17,78
2025-04-30,S04,LUBE-0002,51,39,75
2025-04-30,S06,LUBE-0002,48,11,78
2025-04-30,S01,FEED-0003,76,26,146
2025-04-30,S05,FEED-0003,191,33,178
2025-04-30,S06,FEED-0003,44,6,105
2025-04-30,S01,SEED-0004,75,39,174
2025-04-30,S03,SEED-0004,52,17,85
2025-04-30,S04,SEED-0004,129,7,139
2025-04-30,S06,SEED-0004,87,34,179
2025-04-30,S02,TIRE-0005,53,23,62
2025-04-30,S03,TIRE-0005,58,23,91
2025-04-30,S04,TIRE-0005,94,36,151
2025-04-30,S05,TIRE-0005,21,5,52
2025-04-30,S06,TIRE-0005,56,29,172
2025-04-30,S01,HDWR-0006,162,16,172
2025-04-30,S03,HDWR-0006,49,7,163
2025-04-30,S04,HDWR-0006,73,7,161
2025-04-30,S05,HDWR-0006,6,16,50
2025-04-30,S06,HDWR-0006,125,37,127
