SiteId,ItemNumber,InvoiceDate,Quantity,LineAmount,CurrencyCode
S05,LUBE-0120,2024-07-24,14,8201.92,CAD
S01,TIRE-0077,2024-07-24,13,2536.24,CAD
S02,LUBE-0120,2024-07-25,17,8935.64,CAD
S03,HDWR-0110,2024-07-25,14,7455.77,CAD
S06,FEED-0074,2024-07-25,18,3829.36,CAD
S06,HDWR-0103,2024-07-25,21,2747.34,CAD
S04,HDWR-0110,2024-07-25,12,5357.44,CAD
S06,FEED-0106,2024-07-25,26,9752.78,CAD
S06,FUEL-0109,2024-07-25,17,4116.09,CAD
S02,FEED-0081,2024-07-26,6,2785.51,CAD
S03,FEED-0104,2024-07-26,16,5753.04,CAD
S02,LUBE-0092,2024-07-26,27,8941.94,CAD
S01,FEED-0095,2024-07-26,4,199.73,CAD
S02,SEED-0100,2024-07-26,22,10291.2,CAD
S06,TIRE-0105,2024-07-26,9,3199.06,CAD
S06,LUBE-0068,2024-07-26,15,6585.26,CAD
S05,FEED-0097,2024-07-26,17,6200.79,CAD
S06,HDWR-0103,2024-07-26,20,2292.07,CAD
S01,TIRE-0084,2024-07-27,9,3367.94,CAD
S02,FUEL-0101,2024-07-27,28,1307.44,CAD
S06,FUEL-0066,2024-07-27,14,3074.15,CAD
S04,SEED-0096,2024-07-28,24,8408.6,CAD
S06,FEED-0102,2024-07-28,10,1756.71,CAD
S04,TIRE-0084,2024-07-28,7,2760.77,CAD
S04,TIRE-0084,2024-07-29,15,5579.5,CAD
S06,SEED-0063,2024-07-29,18,7075.27,CAD
S01,SEED-0096,2024-07-29,12,4224.3,CAD
S05,FUEL-0117,2024-07-29,23,5148.41,CAD
S05,FUEL-0072,2024-07-29,29,14424.76,CAD
S01,TIRE-0084,2024-07-29,10,4501.01,CAD
S03,HDWR-0103,2024-07-29,20,2299.4,CAD
S01,FUEL-0109,2024-07-30,21,4704.61,CAD
S02,FEED-0070,2024-07-30,17,4696.97,CAD
S03,FUEL-0101,2024-07-30,34,1716.25,CAD
S02,HDWR-0107,2024-07-30,27,2795.79,CAD
S04,FUEL-0080,2024-07-30,22,2950.34,CAD
S06,SEED-0082,2024-07-31,10,572.69,CAD
S05,HDWR-0083,2024-07-31,9,4144.18,CAD
S01,FUEL-0101,2024-07-31,23,1052.41,CAD
S04,FEED-0106,2024-07-31,25,9560.12,CAD
S04,FEED-0097,2024-07-31,21,7173.67,CAD
S05,FUEL-0101,2024-07-31,29,1422.13,CAD
S04,HDWR-0113,2024-08-01,14,4844.5,CAD
S05,TIRE-0087,2024-08-01,11,5165.58,CAD
S04,TIRE-0119,2024-08-01,16,1091.33,CAD
S05,TIRE-0064,2024-08-01,3,1301.15,CAD
S06,FUEL-0069,2024-08-02,18,8737.08,CAD
S06,FUEL-0069,2024-08-02,5,2773.22,CAD
S05,HDWR-0113,2024-08-02,36,15150.16,CAD
S05,SEED-0098,2024-08-02,19,1022.96,CAD
S05,HDWR-0107,2024-08-02,16,1972.83,CAD
S01,HDWR-0110,2024-08-02,15,6633.77,CAD
S01,FUEL-0066,2024-08-02,10,2725.87,CAD
S04,FUEL-0109,2024-08-03,18,4223.85,CAD
S02,SEED-0063,2024-08-03,24,7976.06,CAD
S03,FEED-0085,2024-08-04,23,7732.01,CAD
S03,FEED-0104,2024-08-04,25,8867.93,CAD
S06,LUBE-0112,2024-08-05,19,1046.51,CAD
S01,FEED-0116,2024-08-05,20,4700.21,CAD
S03,TIRE-0086,2024-08-05,21,1856.51,CAD
S05,SEED-0063,2024-08-05,7,2357.43,CAD
S04,SEED-0100,2024-08-05,18,8920.69,CAD
S06,TIRE-0119,2024-08-05,21,1177.06,CAD
S03,HDWR-0107,2024-08-05,18,1983.53,CAD
S05,HDWR-0094,2024-08-05,20,1343.75,CAD
S04,FEED-0106,2024-08-06,21,9819.62,CAD
S06,LUBE-0090,2024-08-06,28,3309.81,CAD
S03,TIRE-0084,2024-08-07,9,3481.24,CAD
S06,FUEL-0117,2024-08-07,19,4831.75,CAD
S03,FUEL-0080,2024-08-07,15,2229.98,CAD
S05,FUEL-0109,2024-08-07,3,805.44,CAD
S03,FEED-0115,2024-08-07,7,2320.49,CAD
S05,LUBE-0120,2024-08-08,19,9718.23,CAD
S05,HDWR-0088,2024-08-08,7,4066.59,CAD
S06,FUEL-0091,2024-08-08,12,2480.87,CAD
S03,FUEL-0091,2024-08-08,17,3864.62,CAD
S05,LUBE-0112,2024-08-09,19,1068.49,CAD
S06,SEED-0096,2024-08-09,10,3588.47,CAD
S05,SEED-0082,2024-08-09,24,1369.68,CAD
S04,TIRE-0105,2024-08-09,19,6198.46,CAD
S04,FEED-0104,2024-08-09,23,8277.45,CAD
S03,HDWR-0083,2024-08-09,25,9702.8,CAD
S01,HDWR-0094,2024-08-10,17,1315.06,CAD
S01,HDWR-0083,2024-08-11,19,7635.77,CAD
S01,LUBE-0099,2024-08-11,16,689.52,CAD
S01,FEED-0102,2024-08-11,34,6112.11,CAD
S06,FEED-0070,2024-08-12,12,3169.54,CAD
S04,SEED-0108,2024-08-12,21,6873.54,CAD
S02,FUEL-0117,2024-08-12,25,5824.22,CAD
S03,TIRE-0084,2024-08-12,19,7384.36,CAD
S06,HDWR-0113,2024-08-12,7,3053.53,CAD
S03,FUEL-0079,2024-08-12,28,12045.58,CAD
S01,SEED-0118,2024-08-12,25,5641.37,CAD
S03,LUBE-0068,2024-08-12,12,5912.78,CAD
S01,HDWR-0113,2024-08-12,8,3000.35,CAD
S06,TIRE-0064,2024-08-13,14,6426.92,CAD
S01,FUEL-0101,2024-08-13,22,1170.17,CAD
S04,FEED-0102,2024-08-13,21,3642.47,CAD
S04,FUEL-0069,2024-08-13,5,2569.91,CAD
S06,TIRE-0089,2024-08-13,18,7182.56,CAD
S02,TIRE-0061,2024-08-14,20,9035.29,CAD
S02,SEED-0111,2024-08-14,16,5599.41,CAD
S02,FEED-0106,2024-08-14,15,5665.1,CAD
S05,SEED-0108,2024-08-14,8,3205.02,CAD
S02,SEED-0096,2024-08-14,17,5226.18,CAD
S06,FUEL-0101,2024-08-14,16,699.84,CAD
S06,HDWR-0113,2024-08-14,12,4182.53,CAD
S02,FEED-0097,2024-08-15,16,5689.05,CAD
S04,HDWR-0088,2024-08-15,17,9091.91,CAD
S03,HDWR-0107,2024-08-15,25,2972.51,CAD
S03,HDWR-0103,2024-08-15,7,911.63,CAD
S03,FUEL-0109,2024-08-15,19,3918.83,CAD
S03,FEED-0097,2024-08-15,17,5056.13,CAD
S05,TIRE-0073,2024-08-16,15,4412.26,CAD
S01,SEED-0062,2024-08-16,20,7098.02,CAD
S03,FEED-0097,2024-08-16,18,6604.76,CAD
S01,TIRE-0087,2024-08-16,24,10928.62,CAD
S06,FEED-0115,2024-08-16,9,2882.75,CAD
S05,SEED-0062,2024-08-16,19,6452.5,CAD
S02,LUBE-0092,2024-08-16,27,10092.18,CAD
S06,LUBE-0099,2024-08-16,9,342.01,CAD
S05,LUBE-0065,2024-08-16,27,5233.6,CAD
S06,SEED-0100,2024-08-17,12,5759.11,CAD
S03,LUBE-0112,2024-08-17,1,68.03,CAD
S06,FUEL-0080,2024-08-19,22,3341.46,CAD
S04,LUBE-0065,2024-08-19,16,3237.3,CAD
S01,HDWR-0083,2024-08-19,32,15274.5,CAD
S04,FUEL-0069,2024-08-19,21,9940.58,CAD
S06,LUBE-0090,2024-08-19,39,4576.77,CAD
S02,SEED-0082,2024-08-20,18,962.54,CAD
S04,FEED-0102,2024-08-20,15,2710.4,CAD
S06,LUBE-0112,2024-08-20,22,1369.85,CAD
S02,TIRE-0089,2024-08-20,25,11558.22,CAD
S04,FEED-0074,2024-08-20,16,3672.15,CAD
S05,FEED-0115,2024-08-21,21,6386.19,CAD
S06,FEED-0106,2024-08-21,17,6948.87,CAD
S03,TIRE-0064,2024-08-21,32,12859.93,CAD
S02,HDWR-0110,2024-08-21,11,5316.71,CAD
S03,SEED-0098,2024-08-22,21,996.76,CAD
S01,TIRE-0119,2024-08-22,30,1678.42,CAD
S01,TIRE-0084,2024-08-22,17,7379.98,CAD
S01,FEED-0075,2024-08-22,11,3029.47,CAD
S04,SEED-0071,2024-08-22,6,2554.57,CAD
S06,FEED-0106,2024-08-22,14,6369.24,CAD
S04,FEED-0095,2024-08-22,24,990.65,CAD
S05,TIRE-0105,2024-08-23,18,6251.28,CAD
S04,SEED-0082,2024-08-23,9,573.45,CAD
S01,LUBE-0065,2024-08-23,9,1898.01,CAD
S05,LUBE-0099,2024-08-23,18,682.36,CAD
S02,HDWR-0094,2024-08-24,12,1023.27,CAD
S06,SEED-0082,2024-08-24,18,1055.77,CAD
S02,SEED-0108,2024-08-24,16,5617.36,CAD
S01,FEED-0081,2024-08-26,11,4863.11,CAD
S02,FEED-0116,2024-08-26,12,3115.08,CAD
S02,FEED-0116,2024-08-26,16,3289.11,CAD
S04,FEED-0104,2024-08-26,8,3126.26,CAD
S03,LUBE-0092,2024-08-27,22,8895.15,CAD
S04,SEED-0114,2024-08-27,7,1093.02,CAD
S03,FEED-0104,2024-08-27,13,4806.99,CAD
S03,FEED-0102,2024-08-28,25,3862.35,CAD
S01,FEED-0074,2024-08-28,15,3471.59,CAD
S04,FUEL-0117,2024-08-28,27,6554.6,CAD
S04,SEED-0108,2024-08-28,26,9519.08,CAD
S03,SEED-0100,2024-08-29,15,7015.37,CAD
S01,FUEL-0117,2024-08-29,27,6204.0,CAD
S03,HDWR-0093,2024-08-29,21,8919.76,CAD
S01,TIRE-0089,2024-08-29,10,3873.09,CAD
S01,FUEL-0101,2024-08-29,31,1322.38,CAD
S04,FEED-0104,2024-08-29,17,6084.63,CAD
S02,SEED-0111,2024-08-29,18,7540.67,CAD
S02,HDWR-0107,2024-08-30,24,2816.36,CAD
S02,FEED-0095,2024-08-30,17,758.66,CAD
S02,SEED-0118,2024-08-30,19,4340.52,CAD
S04,SEED-0100,2024-08-30,15,6788.03,CAD
S01,HDWR-0083,2024-08-30,23,9286.36,CAD
S01,HDWR-0113,2024-08-31,17,7550.15,CAD
S05,FEED-0085,2024-08-31,12,4881.27,CAD
S04,TIRE-0084,2024-09-01,17,6741.94,CAD
S05,LUBE-0068,2024-09-01,10,5035.61,CAD
S01,FEED-0115,2024-09-02,20,6005.67,CAD
S06,LUBE-0090,2024-09-02,12,1307.61,CAD
S06,FEED-0106,2024-09-02,32,12896.1,CAD
S06,LUBE-0065,2024-09-02,9,1902.59,CAD
S04,TIRE-0086,2024-09-02,24,2324.79,CAD
S01,SEED-0098,2024-09-02,23,1142.77,CAD
S03,FEED-0095,2024-09-03,10,507.56,CAD
S05,FEED-0115,2024-09-03,27,8647.07,CAD
S05,HDWR-0110,2024-09-03,12,5707.19,CAD
S01,SEED-0082,2024-09-03,27,1371.32,CAD
S05,HDWR-0113,2024-09-03,4,1457.53,CAD
S06,FUEL-0117,2024-09-04,14,3703.75,CAD
S05,FEED-0075,2024-09-04,21,5628.78,CAD
S03,TIRE-0073,2024-09-04,5,1584.24,CAD
S06,LUBE-0065,2024-09-04,26,5636.59,CAD
S06,TIRE-0087,2024-09-04,19,8789.86,CAD
S03,HDWR-0113,2024-09-05,19,8172.02,CAD
S04,FUEL-0101,2024-09-05,25,1273.65,CAD
S02,FEED-0097,2024-09-05,20,6047.39,CAD
S03,FUEL-0066,2024-09-05,14,3054.07,CAD
S03,TIRE-0073,2024-09-05,30,9051.17,CAD
S05,FEED-0095,2024-09-06,28,1311.87,CAD
S06,FEED-0095,2024-09-06,33,1329.56,CAD
S04,FEED-0095,2024-09-06,29,1165.62,CAD
S06,FEED-0115,2024-09-06,23,7088.71,CAD
S01,HDWR-0093,2024-09-06,14,7474.47,CAD
S06,FUEL-0080,2024-09-06,18,2255.82,CAD
S02,TIRE-0105,2024-09-06,22,7643.66,CAD
S04,HDWR-0088,2024-09-06,10,5793.45,CAD
S01,FUEL-0079,2024-09-07,8,3512.42,CAD
S02,FEED-0085,2024-09-07,33,10909.85,CAD
S06,FEED-0095,2024-09-07,15,631.43,CAD
S01,TIRE-0086,2024-09-07,15,1671.07,CAD
S05,FEED-0085,2024-09-08,5,1745.66,CAD
S05,SEED-0111,2024-09-09,27,9216.19,CAD
S06,FEED-0116,2024-09-09,14,3010.84,CAD
S03,TIRE-0073,2024-09-09,4,1212.08,CAD
S03,FEED-0085,2024-09-09,32,13005.6,CAD
S06,LUBE-0065,2024-09-09,14,2564.97,CAD
S06,LUBE-0120,2024-09-09,6,3710.01,CAD
S06,FEED-0104,2024-09-09,29,12481.37,CAD
S01,TIRE-0119,2024-09-10,11,607.4,CAD
S05,SEED-0082,2024-09-10,41,2343.44,CAD
S02,FEED-0095,2024-09-10,27,1184.7,CAD
S06,HDWR-0088,2024-09-10,12,7124.49,CAD
S06,HDWR-0094,2024-09-10,13,898.47,CAD
S04,FEED-0106,2024-09-10,25,10768.48,CAD
S01,LUBE-0112,2024-09-11,14,887.83,CAD
S05,FUEL-0069,2024-09-11,15,7393.85,CAD
S05,FUEL-0079,2024-09-11,14,6820.22,CAD
S04,FEED-0075,2024-09-11,40,13419.93,CAD
S01,TIRE-0084,2024-09-11,25,9642.38,CAD
S01,SEED-0114,2024-09-11,29,3748.03,CAD
S01,TIRE-0064,2024-09-11,28,12529.71,CAD
S01,TIRE-0119,2024-09-12,24,1353.45,CAD
S01,HDWR-0093,2024-09-12,12,5259.14,CAD
S05,TIRE-0064,2024-09-12,19,7790.15,CAD
S02,HDWR-0113,2024-09-12,24,8336.64,CAD
S04,SEED-0111,2024-09-12,8,3118.03,CAD
S01,FEED-0095,2024-09-12,23,1103.59,CAD
S02,LUBE-0090,2024-09-12,17,1969.14,CAD
S03,FEED-0116,2024-09-12,35,7933.27,CAD
S05,FEED-0097,2024-09-13,1,281.84,CAD
S02,HDWR-0093,2024-09-13,9,4813.61,CAD
S01,FEED-0085,2024-09-13,34,10917.14,CAD
S02,FEED-0070,2024-09-13,9,2440.13,CAD
S01,LUBE-0065,2024-09-13,32,6513.77,CAD
S01,SEED-0108,2024-09-14,25,8581.69,CAD
S03,FEED-0097,2024-09-15,47,16616.52,CAD
S05,HDWR-0107,2024-09-16,11,1314.71,CAD
S01,FEED-0095,2024-09-16,31,1503.46,CAD
S04,SEED-0071,2024-09-16,50,22429.28,CAD
S04,FUEL-0069,2024-09-16,13,6756.72,CAD
S05,LUBE-0099,2024-09-16,16,664.94,CAD
S02,TIRE-0119,2024-09-16,35,1975.25,CAD
S05,TIRE-0084,2024-09-16,19,6911.81,CAD
S02,FUEL-0072,2024-09-16,19,8541.05,CAD
S03,FUEL-0101,2024-09-17,17,759.86,CAD
S01,TIRE-0084,2024-09-17,19,7292.24,CAD
S02,LUBE-0092,2024-09-17,28,9367.58,CAD
S03,HDWR-0110,2024-09-17,15,6574.71,CAD
S06,HDWR-0107,2024-09-17,20,2195.4,CAD
S04,HDWR-0083,2024-09-17,20,8519.33,CAD
S03,FUEL-0101,2024-09-17,15,692.07,CAD
S03,FEED-0104,2024-09-18,25,9975.38,CAD
S06,SEED-0100,2024-09-18,13,6161.32,CAD
S05,FUEL-0109,2024-09-18,20,4954.46,CAD
S03,FEED-0074,2024-09-18,34,7755.69,CAD
S02,FEED-0106,2024-09-19,34,16301.11,CAD
S05,TIRE-0087,2024-09-19,15,7494.26,CAD
S02,LUBE-0065,2024-09-19,11,2163.14,CAD
S02,LUBE-0099,2024-09-19,29,1053.03,CAD
S05,LUBE-0090,2024-09-20,18,2030.26,CAD
S03,FEED-0106,2024-09-20,35,15454.15,CAD
S04,FEED-0095,2024-09-20,24,964.12,CAD
S05,SEED-0118,2024-09-20,46,11691.33,CAD
S01,LUBE-0099,2024-09-20,21,815.4,CAD
S03,TIRE-0064,2024-09-20,26,10801.61,CAD
S04,TIRE-0119,2024-09-20,20,1182.1,CAD
S06,FEED-0095,2024-09-20,1,41.11,CAD
S01,SEED-0078,2024-09-21,21,1650.25,CAD
S05,FEED-0115,2024-09-22,20,5933.52,CAD
S01,FEED-0106,2024-09-22,25,10377.01,CAD
S06,LUBE-0092,2024-09-23,21,8338.66,CAD
S02,SEED-0096,2024-09-23,2,691.98,CAD
S06,FUEL-0066,2024-09-23,17,4452.62,CAD
S06,FEED-0085,2024-09-23,41,12882.25,CAD
S06,HDWR-0093,2024-09-23,15,6799.09,CAD
S04,FUEL-0079,2024-09-24,14,6452.39,CAD
S03,HDWR-0113,2024-09-24,13,5392.98,CAD
S04,FEED-0085,2024-09-24,35,12093.32,CAD
S02,FUEL-0091,2024-09-24,19,4617.08,CAD
S02,FEED-0074,2024-09-25,9,1691.38,CAD
S03,FUEL-0079,2024-09-25,15,6474.7,CAD
S01,HDWR-0093,2024-09-25,18,9362.5,CAD
S03,FUEL-0117,2024-09-25,15,4158.87,CAD
S02,LUBE-0092,2024-09-25,16,5535.28,CAD
S01,SEED-0063,2024-09-26,31,10770.68,CAD
S06,LUBE-0065,2024-09-26,14,2338.04,CAD
S02,LUBE-0065,2024-09-26,23,4285.44,CAD
S04,HDWR-0094,2024-09-26,29,2310.54,CAD
S04,SEED-0111,2024-09-27,26,9897.09,CAD
S05,SEED-0108,2024-09-27,38,14803.65,CAD
S05,TIRE-0073,2024-09-27,17,6023.37,CAD
S04,FEED-0102,2024-09-27,27,4362.21,CAD
S05,HDWR-0103,2024-09-28,6,760.7,CAD
S06,TIRE-0073,2024-09-29,20,7076.3,CAD
S03,LUBE-0092,2024-09-29,23,8289.17,CAD
S02,HDWR-0093,2024-09-29,21,9375.75,CAD
S04,LUBE-0092,2024-09-30,25,8094.13,CAD
S01,FEED-0081,2024-09-30,37,19891.77,CAD
S04,HDWR-0083,2024-09-30,16,6822.64,CAD
S05,LUBE-0099,2024-09-30,3,134.08,CAD
S01,LUBE-0112,2024-10-01,11,608.17,CAD
S04,SEED-0100,2024-10-01,16,8378.08,CAD
S02,SEED-0078,2024-10-01,16,1266.94,CAD
S03,HDWR-0107,2024-10-01,14,1599.74,CAD
S06,SEED-0063,2024-10-01,6,2433.4,CAD
S04,FUEL-0072,2024-10-01,15,7619.45,CAD
S06,LUBE-0099,2024-10-01,14,562.09,CAD
S06,LUBE-0120,2024-10-02,22,11541.35,CAD
S03,HDWR-0083,2024-10-02,13,6615.54,CAD
S03,FUEL-0091,2024-10-02,12,2520.96,CAD
S06,SEED-0096,2024-10-02,23,6528.97,CAD
S06,SEED-0082,2024-10-02,27,1538.03,CAD
S02,HDWR-0110,2024-10-02,19,9374.4,CAD
S01,FEED-0095,2024-10-03,16,794.25,CAD
S06,FEED-0115,2024-10-03,35,9462.98,CAD
S06,SEED-0108,2024-10-03,19,7227.97,CAD
S01,SEED-0096,2024-10-03,33,10179.61,CAD
S04,LUBE-0120,2024-10-03,23,11117.85,CAD
S01,SEED-0118,2024-10-03,24,5645.3,CAD
S01,FEED-0081,2024-10-03,26,13420.28,CAD
S01,FUEL-0101,2024-10-03,19,812.08,CAD
S02,HDWR-0093,2024-10-03,24,11184.74,CAD
S06,HDWR-0088,2024-10-04,31,17453.52,CAD
S02,FEED-0095,2024-10-04,16,677.57,CAD
S03,FEED-0075,2024-10-04,15,4426.72,CAD
S02,HDWR-0107,2024-10-04,26,2547.15,CAD
S05,HDWR-0107,2024-10-04,11,1137.18,CAD
S04,LUBE-0090,2024-10-04,23,2601.84,CAD
S06,FEED-0104,2024-10-04,25,10495.53,CAD
S05,LUBE-0065,2024-10-04,13,2732.44,CAD
S02,FEED-0081,2024-10-05,13,5942.31,CAD
S04,TIRE-0073,2024-10-05,19,6675.17,CAD
S01,FEED-0097,2024-10-06,11,3674.09,CAD
S04,TIRE-0089,2024-10-06,21,9270.62,CAD
S02,TIRE-0061,2024-10-06,17,7654.54,CAD
S02,HDWR-0113,2024-10-07,19,7622.76,CAD
S02,TIRE-0073,2024-10-07,22,8347.59,CAD
S02,SEED-0114,2024-10-07,23,3120.72,CAD
S03,FUEL-0109,2024-10-07,22,4641.47,CAD
S06,TIRE-0061,2024-10-07,12,5254.16,CAD
S02,LUBE-0120,2024-10-08,12,6154.23,CAD
S06,TIRE-0087,2024-10-08,21,11066.37,CAD
S04,TIRE-0077,2024-10-08,11,2119.39,CAD
S05,FUEL-0079,2024-10-08,22,11320.45,CAD
S02,HDWR-0083,2024-10-08,20,8233.56,CAD
S02,TIRE-0084,2024-10-08,12,4888.72,CAD
S04,FEED-0106,2024-10-08,26,9754.27,CAD
S01,HDWR-0094,2024-10-08,14,1142.36,CAD
S04,LUBE-0065,2024-10-09,17,3413.58,CAD
S06,TIRE-0061,2024-10-09,13,5899.27,CAD
S06,LUBE-0112,2024-10-09,18,1277.08,CAD
S05,FUEL-0091,2024-10-09,18,3763.19,CAD
S01,SEED-0082,2024-10-09,24,1386.47,CAD
S02,HDWR-0094,2024-10-10,13,916.67,CAD
S06,SEED-0118,2024-10-10,28,6054.34,CAD
S06,SEED-0078,2024-10-10,11,748.19,CAD
S03,SEED-0096,2024-10-10,21,7687.85,CAD
S01,SEED-0114,2024-10-10,28,3593.33,CAD
S01,HDWR-0103,2024-10-10,16,1932.68,CAD
S02,TIRE-0061,2024-10-11,18,9065.9,CAD
S03,FUEL-0091,2024-10-11,19,4526.81,CAD
S04,SEED-0078,2024-10-11,35,2521.01,CAD
S02,LUBE-0090,2024-10-11,20,2475.8,CAD
S04,FEED-0081,2024-10-11,26,12709.45,CAD
S04,TIRE-0073,2024-10-12,25,8217.11,CAD
S03,FEED-0097,2024-10-12,13,3921.51,CAD
S05,SEED-0118,2024-10-13,19,4227.0,CAD
S01,SEED-0078,2024-10-13,28,2237.2,CAD
S04,FEED-0095,2024-10-13,15,618.01,CAD
S05,FEED-0116,2024-10-13,20,4437.85,CAD
S03,LUBE-0099,2024-10-14,10,441.08,CAD
S06,SEED-0082,2024-10-14,13,694.68,CAD
S04,FEED-0106,2024-10-14,34,13250.83,CAD
S02,LUBE-0112,2024-10-14,17,1170.97,CAD
S04,SEED-0098,2024-10-14,23,1161.95,CAD
S01,HDWR-0088,2024-10-14,10,5961.16,CAD
S02,FUEL-0080,2024-10-14,24,3787.2,CAD
S04,HDWR-0094,2024-10-14,25,2112.07,CAD
S06,TIRE-0077,2024-10-14,11,1852.1,CAD
S02,LUBE-0112,2024-10-15,8,469.25,CAD
S01,HDWR-0093,2024-10-15,19,9810.49,CAD
S05,SEED-0111,2024-10-15,23,9705.48,CAD
S04,SEED-0111,2024-10-15,31,10738.43,CAD
S05,LUBE-0092,2024-10-15,21,6737.85,CAD
S05,SEED-0100,2024-10-15,16,6880.12,CAD
S06,SEED-0062,2024-10-15,14,4607.1,CAD
S06,HDWR-0107,2024-10-15,18,2144.28,CAD
S01,FEED-0097,2024-10-16,29,10022.01,CAD
S01,TIRE-0089,2024-10-16,7,3107.54,CAD
S03,FEED-0097,2024-10-16,27,8406.91,CAD
S04,TIRE-0089,2024-10-16,14,5419.48,CAD
S02,LUBE-0092,2024-10-16,12,4555.53,CAD
S03,TIRE-0087,2024-10-16,15,6479.43,CAD
S06,FEED-0104,2024-10-16,32,13996.55,CAD
S02,FUEL-0109,2024-10-17,14,2872.86,CAD
S05,LUBE-0112,2024-10-17,9,516.19,CAD
S05,HDWR-0110,2024-10-17,15,7814.1,CAD
S06,SEED-0063,2024-10-17,31,10574.41,CAD
S02,TIRE-0084,2024-10-17,29,11712.03,CAD
S05,FUEL-0109,2024-10-17,10,2634.22,CAD
S02,FEED-0095,2024-10-17,21,971.43,CAD
S05,SEED-0071,2024-10-18,29,12212.9,CAD
S02,HDWR-0110,2024-10-18,13,5687.26,CAD
S04,LUBE-0092,2024-10-18,26,8715.78,CAD
S01,HDWR-0094,2024-10-18,21,1493.04,CAD
S05,SEED-0098,2024-10-18,19,1017.31,CAD
S04,TIRE-0077,2024-10-18,17,3067.4,CAD
S04,HDWR-0093,2024-10-18,18,9540.79,CAD
S03,TIRE-0077,2024-10-19,13,2397.03,CAD
S03,HDWR-0083,2024-10-19,18,7528.35,CAD
S02,FUEL-0069,2024-10-19,12,6376.76,CAD
S04,TIRE-0119,2024-10-20,12,821.46,CAD
S02,FUEL-0079,2024-10-21,14,6093.73,CAD
S02,FUEL-0101,2024-10-21,16,849.03,CAD
S06,FUEL-0079,2024-10-21,27,14718.62,CAD
S04,FUEL-0101,2024-10-21,32,1666.96,CAD
S03,LUBE-0092,2024-10-21,19,6423.99,CAD
S06,SEED-0062,2024-10-22,20,7688.19,CAD
S04,TIRE-0076,2024-10-22,20,9609.25,CAD
S02,FEED-0106,2024-10-22,34,16157.92,CAD
S06,FEED-0070,2024-10-22,18,4744.83,CAD
S06,FUEL-0101,2024-10-22,19,972.37,CAD
S03,FUEL-0066,2024-10-23,25,5293.39,CAD
S03,HDWR-0103,2024-10-23,18,2433.71,CAD
S03,SEED-0063,2024-10-23,11,4398.86,CAD
S01,FUEL-0072,2024-10-23,13,6048.35,CAD
S01,FUEL-0109,2024-10-23,10,2471.3,CAD
S04,FEED-0095,2024-10-24,18,891.24,CAD
S05,FEED-0106,2024-10-24,40,18250.65,CAD
S06,FEED-0075,2024-10-25,18,4953.98,CAD
S05,FEED-0095,2024-10-25,22,944.71,CAD
S01,HDWR-0110,2024-10-25,18,8172.59,CAD
S01,LUBE-0090,2024-10-25,23,2830.2,CAD
S04,FEED-0104,2024-10-25,24,10775.27,CAD
S06,HDWR-0094,2024-10-25,17,1419.16,CAD
S02,FEED-0106,2024-10-26,18,7791.41,CAD
S02,TIRE-0086,2024-10-27,7,746.78,CAD
S04,SEED-0114,2024-10-28,41,6561.22,CAD
S06,TIRE-0077,2024-10-28,13,2070.86,CAD
S06,FEED-0104,2024-10-28,33,14580.83,CAD
S05,HDWR-0107,2024-10-28,15,1543.99,CAD
S02,FEED-0102,2024-10-29,27,4393.82,CAD
S03,SEED-0062,2024-10-29,30,10270.75,CAD
S04,FEED-0074,2024-10-29,17,3701.62,CAD
S05,LUBE-0099,2024-10-29,23,1069.42,CAD
S05,SEED-0063,2024-10-29,19,7838.65,CAD
S03,LUBE-0092,2024-10-30,22,7782.85,CAD
S01,SEED-0071,2024-10-30,29,15607.59,CAD
S01,LUBE-0068,2024-10-30,20,8874.18,CAD
S06,FEED-0097,2024-10-30,13,3824.62,CAD
S04,FUEL-0079,2024-10-30,21,11386.0,CAD
S06,FUEL-0072,2024-10-31,12,5707.78,CAD
S02,FUEL-0101,2024-10-31,5,251.51,CAD
S03,SEED-0098,2024-10-31,27,1239.1,CAD
S04,FUEL-0079,2024-10-31,22,9567.91,CAD
S06,FEED-0097,2024-11-01,10,3695.66,CAD
S04,FEED-0102,2024-11-01,7,1196.78,CAD
S03,TIRE-0077,2024-11-01,32,5466.62,CAD
S06,TIRE-0064,2024-11-01,25,10708.53,CAD
S03,FEED-0116,2024-11-01,9,2225.66,CAD
S06,SEED-0100,2024-11-01,5,2521.7,CAD
S05,SEED-0078,2024-11-01,13,1007.88,CAD
S02,SEED-0098,2024-11-02,7,376.88,CAD
S05,SEED-0111,2024-11-03,8,2588.1,CAD
S03,FEED-0081,2024-11-03,21,10937.77,CAD
S04,HDWR-0094,2024-11-03,27,2227.02,CAD
S02,FEED-0102,2024-11-04,16,2347.34,CAD
S05,LUBE-0099,2024-11-04,11,493.68,CAD
S02,SEED-0100,2024-11-04,6,3255.75,CAD
S01,HDWR-0110,2024-11-04,13,6558.4,CAD
S02,SEED-0108,2024-11-04,18,6208.01,CAD
S04,FUEL-0080,2024-11-04,16,2304.0,CAD
S05,LUBE-0092,2024-11-05,26,10390.69,CAD
S04,FEED-0085,2024-11-05,14,4867.31,CAD
S03,HDWR-0103,2024-11-05,8,1032.65,CAD
S02,HDWR-0083,2024-11-05,1,403.52,CAD
S02,TIRE-0073,2024-11-05,6,2064.66,CAD
S04,SEED-0114,2024-11-05,17,2607.77,CAD
